competencias;comp_original;parent_cod;cod
gestion calidad implantacion metrica cuadro mando relacionado implantacion sistema informacion desarrollo servicio implantacion herramienta gestion proyecto gestion documental gestion relacione cliente proveedore ambito tecnologia informacion comunicacione definicion;Gestion de calidad   implantacion de metricas y cuadros de mando relacionados con la implantacion de sistemas de informacion y el desarrollo de servicios   implantacion de herramientas de gestion de proyectos y gestion documental   gestion de relaciones con clientes y proveedores en el ambito de las tecnologias de la informacion y las comunicaciones   definicion;c00111;c0011132
guia buena practica conocimiento manejo sap basi manejo metodologia agile gestion proveedore gestion proyecto experiencia data center benefit trabajo hibrido ( contrato termino indefinido ) salario convenir ma beneficio show more;Guia de buenas practicas conocimiento y manejo en sap basis manejo de metodologias agiles gestion de proveedores  gestion de proyectos experiencia con data center   benefits  trabajo hibrido (contrato a termino indefinido) salario a convenir mas beneficios show more ;c00111;c0011133
haccp sistema gestion calidad manejo office nivel avanzado ingle intermedio alto nivel energia actitud positiva residir ciudad trujillo beneficio ingreso directo planilla beneficio ley seguro vida ley sctr ( salud pension ) primer dia seguro oncologico gratuito agradable clima laboral alimentacion transporte utilidade encima mercado descuento corporativo cartaviorumco empresa ma año dedicado fabricacion comercializacion bebida alcoholicas;Haccp y sistemas de gestion de la calidad manejo de office a nivel avanzado ingles intermedio alto nivel de energia y actitud positiva residir en la ciudad de trujillo beneficios  ingreso directo a planilla con todos los beneficios de ley seguro de vida ley y sctr (salud y pension) desde el primer dia seguro oncologico gratuito agradable clima laboral alimentacion y transporte utilidades por encima del mercado descuentos corporativos  somos cartaviorumco empresa con mas de  años dedicados a la fabricacion y comercializacion de bebidas alcoholicas;c00111;c0011134
hacer asiento registro libro contabilidad;Hacer asientos en los registros y libros de contabilidad;c02202;c0220251
hacer confirmar reserva viaje alojamiento entregar billete documento justificativo cliente cobrar tale servicios;Hacer y confirmar reservas de viaje y de alojamiento entregar los billetes y otros documentos justificativos a los clientes y cobrar tales servicios;c02200;c0220071
hacer fotografía fine científico industriale publicitario comerciale índole ilustrar noticia texto escrito diario revista publicaciones;Hacer fotografías con fines científicos industriales publicitarios y comerciales o de otra índole y para ilustrar noticias y otros textos escritos en diarios revistas y otras publicaciones;c00025;c0002557
hacer levantamiento topográfico trabajo agrimensura tierra mar área preparar representacione cartográfica plano así representacione gráfica digitale pictórica preparar ponencia informe científico . tarea pueden incluir supervisión trabajadore .;Hacer levantamientos topográficos y trabajos de agrimensura en tierra en el mar y en otras áreas y preparar representaciones cartográficas y planos así como representaciones gráficas digitales y pictóricas y preparar ponencias e informes científicos. sus tareas pueden incluir la supervisión de otros trabajadores.;c00025;c0002558
hacer mueble cesto objeto similare caña junco mimbre cepillo escoba . tarea pueden incluir supervisión trabajadore .;Hacer muebles cestos y objetos similares de caña junco o mimbre o cepillos y escobas. sus tareas pueden incluir la supervisión de otros trabajadores.;c00025;c0002559
haciendo realidad estrategia agenda digitale ma paise division pmo internacional ofrecemo modelo diferencial gestion proyecto basado metodologia propia;Y haciendo realidad estrategias de agendas digitales en mas de  paises     en nuestra division pmo internacional ofrecemos un modelo diferencial de gestion de proyectos basado en una metodologia propia;c00111;c0011135
herramienta calidad dato ( tale master data servicesmd );Herramientas de calidad de datos (tales como master data servicesmds);c00111;c0011136
herramienta prueba web service año experiencia prueba funcionale empresariales;Herramientas de pruebas de web service  años de experiencia en pruebas funcionales empresariales;c00111;c0011137
herramienta tecnologia correcta desarrollar entendimiento prioridade estrategicas;Herramientas y tecnologia correctas desarrollar un entendimiento de nuestras prioridades estrategicas;c00111;c0011138
idear desarrollar método instrumento perfeccionado inclusive lenguaje informático preparar exponer sistemáticamente documentar mantener buena condicione programa soporte lógico informáticos;Idear y desarrollar métodos e instrumentos perfeccionados inclusive lenguajes informáticos para preparar exponer sistemáticamente documentar y mantener en buenas condiciones programas y soportes lógicos informáticos;c00044;c0004445
idear perfeccionar materiale producto proceso farmacéutico industriales;Idear o perfeccionar materiales productos y procesos farmacéuticos e industriales;c00044;c0004446
idear planificar organizar regímene pensione seguro vida enfermedad previsión social índole;Idear planificar y organizar regímenes de pensiones y seguros de vida enfermedad previsión social y de otra índole;c11333;c113331
idear proyectar desarrollar escrito mantener buena condicione perfeccionar programa lógico rigen funcionamiento general computadora enlace ésto programa lógico aplicación;Idear proyectar desarrollar por escrito mantener en buenas condiciones y perfeccionar los programas lógicos que rigen el funcionamiento general de las computadoras y el enlace de éstos con los programas lógicos de aplicación;c00044;c0004447
identificar problema plantean funcione asignada calidad exigida interiore edificio encontrar mejore solucione hacer proyecto diseño dibujo plano pertinentes;Identificar los problemas que plantean las funciones asignadas y la calidad exigida de los interiores de edificios encontrar las mejores soluciones y hacer los proyectos diseños dibujos y planos pertinentes;c00044;c0004448
identificar riesgo implantar procedimiento dispositivo seguridad;Identificar riesgos e implantar procedimientos y dispositivos de seguridad;c02200;c0220072
implementacion desarrollo toda tecnologia empresa desarrollar implementar politica protocolo tecnologia empresa requisito habilidade conocimiento debe contar excelente capacidad comunicacion;Implementacion y desarrollo de  toda la tecnologia de la empresa  desarrollar e implementar las politicas y protocolos de tecnologia en la empresa   requisitos   habilidades y conocimientos  debe de contar con una excelente capacidad de comunicacion;c00111;c0011139
incluyendo infraestructura servicio hara proveer soporte usuario personal grupo bid ubicado representacion peru maximizar aprovechamiento herramienta ( hardware software conectividad capacitacion etc ) apoyar mantenimiento infraestructura;Incluyendo infraestructura y servicios  lo que haras  proveer soporte a usuario al personal del grupo bid ubicado en la representacion en peru para maximizar el aprovechamiento de las herramientas de ti (hardware software conectividad capacitacion etc) apoyar en el mantenimiento de la infraestructura de ti;c02200;c0220073
incluyendo practica conocimiento bpm;Incluyendo practicas conocimientos de bpm;c00111;c0011140
